#TAXONOMY,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_14678,Bacteria,Chloroflexi,TK10,Unassigned,Unassigned,Unassigned,Unassigned
ASV_14679,Bacteria,Chloroflexi,Anaerolineae,SBR1031,Unassigned,Unassigned,Unassigned
ASV_14680,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Unassigned
ASV_14681,Bacteria,Elusimicrobiota,Elusimicrobia,Lineage IV,Unassigned,Unassigned,Unassigned
ASV_14682,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Unassigned,Unassigned
ASV_14683,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,Unassigned
ASV_14684,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,Unassigned,Unassigned
ASV_14685,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Unassigned
ASV_14686,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Unassigned,Unassigned,Unassigned
ASV_14687,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Unassigned,Unassigned
ASV_14688,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales Incertae Sedis,Bauldia,Unassigned
ASV_14689,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Unassigned,Unassigned,Unassigned
ASV_14690,Bacteria,Actinobacteriota,Acidimicrobiia,Unassigned,Unassigned,Unassigned,Unassigned
ASV_14691,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Unassigned,Unassigned
ASV_14692,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,Unassigned
ASV_14693,Bacteria,Gemmatimonadota,AKAU4049,Unassigned,Unassigned,Unassigned,Unassigned
ASV_14694,Bacteria,Gemmatimonadota,S0134 terrestrial group,Unassigned,Unassigned,Unassigned,Unassigned
ASV_14695,Bacteria,Chloroflexi,Anaerolineae,Unassigned,Unassigned,Unassigned,Unassigned
ASV_14696,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,Unassigned
ASV_14697,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Unassigned,Unassigned,Unassigned
ASV_14698,Bacteria,Acidobacteriota,Acidobacteriae,Subgroup 2,Unassigned,Unassigned,Unassigned
ASV_14699,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylophilus,Unassigned
ASV_14701,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Koribacteraceae,Candidatus Koribacter,Unassigned
ASV_14702,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Unassigned,Unassigned
ASV_14704,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Unassigned,Unassigned,Unassigned
ASV_14705,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Unassigned,Unassigned
ASV_14706,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Unassigned
ASV_14707,Bacteria,Planctomycetota,Pla3 lineage,Unassigned,Unassigned,Unassigned,Unassigned
ASV_14708,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Unassigned,Unassigned,Unassigned
ASV_14709,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Unassigned,Unassigned,Unassigned
ASV_14710,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Unassigned,Unassigned
ASV_14711,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Unassigned
ASV_14712,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Unassigned
ASV_14713,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unassigned,Unassigned
ASV_14714,Bacteria,Acidobacteriota,Holophagae,Subgroup 7,Unassigned,Unassigned,Unassigned
ASV_14715,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Unassigned
ASV_14716,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,Unassigned,Unassigned
ASV_14717,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Unassigned,Unassigned,Unassigned
ASV_14718,Bacteria,Gemmatimonadota,Longimicrobia,Longimicrobiales,Longimicrobiaceae,Unassigned,Unassigned
ASV_14719,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,Unassigned,Unassigned
ASV_14720,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Unassigned,Unassigned
ASV_14721,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,Unassigned
ASV_14722,Bacteria,Chloroflexi,Dehalococcoidia,S085,Unassigned,Unassigned,Unassigned
ASV_14723,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Unassigned
ASV_14724,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Unassigned,Unassigned
ASV_14725,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unassigned,Unassigned
ASV_14726,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Unassigned
ASV_14727,Bacteria,Myxococcota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV_14728,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Unassigned,Unassigned,Unassigned
ASV_14729,Bacteria,Desulfobacterota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV_14730,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Unassigned,Unassigned
ASV_14731,Bacteria,Bacteroidota,Rhodothermia,Balneolales,Balneolaceae,Unassigned,Unassigned
ASV_14732,Bacteria,Chloroflexi,KD4-96,Unassigned,Unassigned,Unassigned,Unassigned
ASV_14733,Bacteria,Firmicutes,Clostridia,Hungateiclostridiaceae,Ercella,Unassigned,Unassigned
ASV_14734,Bacteria,MBNT15,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV_14735,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Nakamurellaceae,Nakamurella,Unassigned
ASV_14736,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Unassigned,Unassigned,Unassigned
ASV_14737,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus,Unassigned
ASV_14738,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,Unassigned
ASV_14739,Bacteria,Chloroflexi,TK10,Unassigned,Unassigned,Unassigned,Unassigned
ASV_14740,Bacteria,RCP2-54,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV_14741,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Paeniglutamicibacter,Unassigned
ASV_14742,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Unassigned,Unassigned
ASV_14743,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Unassigned,Unassigned
ASV_14744,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,Unassigned
ASV_14745,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,Holophaga,Unassigned
ASV_14746,Bacteria,WPS-2,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV_14747,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Xiphinematobacteraceae,Candidatus Xiphinematobacter,Unassigned
ASV_14748,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Unassigned,Unassigned
ASV_14749,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV_14750,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Unassigned
ASV_14751,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 10,Unassigned
ASV_14752,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Unassigned,Unassigned
ASV_14753,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Unassigned,Unassigned,Unassigned
ASV_14754,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,Unassigned
ASV_14755,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,Unassigned
ASV_14756,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter,Unassigned
ASV_14757,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,Unassigned
ASV_14758,Bacteria,Myxococcota,bacteriap25,Unassigned,Unassigned,Unassigned,Unassigned
ASV_14759,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,Unassigned,Unassigned
ASV_14760,Bacteria,RCP2-54,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV_14761,Bacteria,Elusimicrobiota,Lineage IIa,Unassigned,Unassigned,Unassigned,Unassigned
ASV_14762,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Parafrigoribacterium,mesophilum
ASV_14763,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Unassigned,Unassigned
ASV_14764,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,Unassigned
ASV_14765,Bacteria,MBNT15,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV_14766,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV_14767,Bacteria,Gemmatimonadota,S0134 terrestrial group,Unassigned,Unassigned,Unassigned,Unassigned
ASV_14768,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Puia,Unassigned
ASV_14769,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Unassigned,Unassigned,Unassigned
ASV_14770,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A clade,Unassigned,Unassigned,Unassigned
ASV_14771,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Unassigned,Unassigned
ASV_14772,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Unassigned,Unassigned
ASV_14773,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,WCHB1-32,Unassigned
ASV_14774,Bacteria,Firmicutes,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfitobacterium,metallireducens
ASV_14775,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,AKYG587,Unassigned
ASV_14776,Bacteria,Acidobacteriota,Subgroup 22,Unassigned,Unassigned,Unassigned,Unassigned
ASV_14777,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Unassigned,Unassigned,Unassigned
ASV_14778,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,Unassigned,Unassigned,Unassigned
ASV_14779,Bacteria,Acidobacteriota,Acidobacteriae,Subgroup 2,Unassigned,Unassigned,Unassigned
ASV_14780,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,Unassigned
ASV_14781,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,Unassigned
ASV_14782,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,Unassigned
ASV_14783,Bacteria,Actinobacteriota,MB-A2-108,Unassigned,Unassigned,Unassigned,Unassigned
ASV_14784,Bacteria,RCP2-54,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV_14785,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,GOUTA6,Unassigned
ASV_14786,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Cavicella,Unassigned
ASV_14787,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,Unassigned,Unassigned
ASV_14788,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,Unassigned,Unassigned,Unassigned
ASV_14789,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214 group,Unassigned
ASV_14790,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055,Unassigned
ASV_14791,Bacteria,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,ginsengisoli
ASV_14792,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,Unassigned
ASV_14793,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Unassigned,Unassigned,Unassigned
ASV_14794,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned
ASV_14795,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned
ASV_14796,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Defluviicoccaceae,Defluviicoccus,Unassigned
ASV_14797,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,Unassigned,Unassigned
ASV_14798,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Unassigned,Unassigned,Unassigned
ASV_14799,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Unassigned,Unassigned
ASV_14800,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,Unassigned,Unassigned
ASV_14801,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,Unassigned
ASV_14802,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes BD2-2,Unassigned,Unassigned
ASV_14803,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Unassigned,Unassigned
ASV_14804,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unassigned
ASV_14805,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,Unassigned,Unassigned,Unassigned
ASV_14807,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Unassigned,Unassigned,Unassigned
ASV_14809,Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,AKIW781,Unassigned,Unassigned
ASV_14810,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,Unassigned
ASV_14811,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Unassigned,Unassigned
ASV_14812,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Unassigned,Unassigned
ASV_14813,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,JG30-KF-AS9,Unassigned,Unassigned
ASV_14814,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,Unassigned,Unassigned
ASV_14815,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ideonella,Unassigned
ASV_14816,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unassigned
ASV_14817,Bacteria,Acidobacteriota,Holophagae,Subgroup 7,Unassigned,Unassigned,Unassigned
ASV_14818,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Unassigned,Unassigned,Unassigned
ASV_14819,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Unassigned,Unassigned,Unassigned
ASV_14820,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,JGI 0001001-H03,Unassigned
ASV_14821,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Koribacteraceae,Candidatus Koribacter,Unassigned
ASV_14822,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned
ASV_14823,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup 17,Unassigned,Unassigned,Unassigned
ASV_14824,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,Unassigned,Unassigned
ASV_14825,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,Unassigned
ASV_14826,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Unassigned,Unassigned
ASV_14827,Bacteria,Chloroflexi,KD4-96,Unassigned,Unassigned,Unassigned,Unassigned
ASV_14828,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,Cm1-21,Unassigned
ASV_14829,Bacteria,Gemmatimonadota,Longimicrobia,Longimicrobiales,Longimicrobiaceae,Unassigned,Unassigned
ASV_14830,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Unassigned,Unassigned
ASV_14831,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Unassigned,Unassigned,Unassigned
ASV_14832,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Unassigned,Unassigned,Unassigned
ASV_14833,Bacteria,FCPU426,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV_14834,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,Unassigned,Unassigned
ASV_14835,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,Unassigned,Unassigned
ASV_14836,Bacteria,Acidobacteriota,Acidobacteriae,Subgroup 2,Unassigned,Unassigned,Unassigned
ASV_14837,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Unassigned,Unassigned
ASV_14838,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Unassigned,Unassigned
ASV_14839,Bacteria,Gemmatimonadota,S0134 terrestrial group,Unassigned,Unassigned,Unassigned,Unassigned
ASV_14840,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Koribacteraceae,Candidatus Koribacter,Unassigned
ASV_14842,Bacteria,WPS-2,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ASV_14843,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Unassigned,Unassigned,Unassigned
ASV_14844,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella,Unassigned
ASV_14845,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,Unassigned,Unassigned
ASV_14846,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,Unassigned
ASV_14847,Bacteria,Nitrospirota,4-29-1,Unassigned,Unassigned,Unassigned,Unassigned
ASV_14848,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Unassigned,Unassigned
ASV_14849,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,Unassigned,Unassigned,Unassigned
ASV_14850,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Longilinea,Unassigned
ASV_14851,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,FCPS473,Unassigned
ASV_14852,Bacteria,Acidobacteriota,Holophagae,Subgroup 7,Unassigned,Unassigned,Unassigned
ASV_14854,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,Unassigned
ASV_14855,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV_14856,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Unassigned,Unassigned
ASV_14857,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,Unassigned
ASV_14858,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Unassigned,Unassigned,Unassigned
ASV_14859,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,Unassigned
ASV_14861,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Unassigned,Unassigned
ASV_14862,Bacteria,Chloroflexi,KD4-96,Unassigned,Unassigned,Unassigned,Unassigned
ASV_14863,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,Unassigned,Unassigned
ASV_14864,Bacteria,Proteobacteria,Alphaproteobacteria,Unassigned,Unassigned,Unassigned,Unassigned
ASV_14865,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Koribacteraceae,Candidatus Koribacter,Unassigned
ASV_14866,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,Unassigned
ASV_14867,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,Unassigned
ASV_14868,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Unassigned,Unassigned,Unassigned
ASV_14869,Bacteria,Chloroflexi,KD4-96,Unassigned,Unassigned,Unassigned,Unassigned
ASV_14870,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,Unassigned
ASV_14871,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,Unassigned
ASV_14872,Bacteria,Acidobacteriota,Acidobacteriae,Subgroup 13,Unassigned,Unassigned,Unassigned
ASV_14873,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,Unassigned
ASV_14874,Bacteria,Chloroflexi,TK10,Unassigned,Unassigned,Unassigned,Unassigned
ASV_14875,Bacteria,Chloroflexi,OLB14,Unassigned,Unassigned,Unassigned,Unassigned
ASV_14876,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,distasonis
ASV_14877,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Unassigned,Unassigned,Unassigned
ASV_14878,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,Unassigned,Unassigned,Unassigned
ASV_14879,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Unassigned,Unassigned
ASV_14880,Bacteria,Chloroflexi,TK10,Unassigned,Unassigned,Unassigned,Unassigned
ASV_14881,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Unassigned
ASV_14882,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Koribacteraceae,Candidatus Koribacter,Unassigned
ASV_14883,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Unassigned
ASV_14884,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Unassigned,Unassigned,Unassigned
ASV_14885,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Unassigned,Unassigned,Unassigned
ASV_14886,Bacteria,Chloroflexi,P2-11E,Unassigned,Unassigned,Unassigned,Unassigned
ASV_14887,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Unassigned,Unassigned,Unassigned
ASV_14888,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,mle1-7,Unassigned
ASV_14889,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Unassigned,Unassigned
ASV_14890,Bacteria,Chloroflexi,JG30-KF-CM66,Unassigned,Unassigned,Unassigned,Unassigned
ASV_14891,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,Unassigned
ASV_14892,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Unassigned
